InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes,,,,,,
100000,0.1,13,0.52,10242,0,0,0,0,,,,,,
100000,0.1,12,0.52,10242,0,0,0,0,,,,,,
100000,0.1,11,0.52,10242,0,0,0,0,,,,,,
100000,0.1,10,0.52,10242,0,0,0,0,,,,,,
100000,0.1,8,0.52,10242,0,0,0,0,,,,,,
100000,0.1,7,0.52,10242,0,0,0,0,,,,,,
100000,0.1,6,0.52,10242,0,0,0,0,,,,,,
100000,0.1,3,0.52,10242,1,0,0,0,,,,,,
100000,0.1,2,0.52,10242,0,0,0,0,,,,,,
100000,0.1,1,0.52,10242,0,0,0,0,,,,,,
100000,0.05,19,0.52,4928,0,0,0,0,,,,,,
100000,0.05,18,0.52,4928,0,0,0,0,,,,,,
100000,0.05,17,0.52,4928,0,0,0,0,,,,,,
100000,0.05,16,0.52,4928,0,0,0,0,,,,,,
100000,0.05,15,0.52,4928,0,0,0,0,,,,,,
100000,0.05,14,0.52,4928,0,0,0,0,,,,,,
100000,0.05,13,0.52,4928,0,0,0,0,,,,,,
100000,0.05,12,0.52,4928,0,0,0,0,,,,,,
100000,0.05,11,0.52,4928,0,0,0,0,,,,,,
100000,0.05,10,0.52,4928,0,0,0,0,,,,,,
100000,0.05,9,0.52,4928,0,0,0,0,,,,,,
100000,0.05,8,0.52,4928,0,0,0,0,,,,,,
100000,0.05,7,0.52,4928,0,0,0,0,,,,,,
100000,0.05,6,0.52,4928,0,0,0,0,,,,,,
100000,0.05,2,0.52,4928,0,0,0,0,,,,,,
100000,0.05,1,0.52,4928,0,0,0,0,,,,,,
100000,0.01,19,0.52,978,0,0,0,0,,,,,,
100000,0.01,18,0.52,978,0,0,0,0,,,,,,
100000,0.01,17,0.52,978,0,0,0,0,,,,,,
100000,0.01,16,0.52,978,0,0,0,0,,,,,,
100000,0.01,15,0.52,978,0,0,0,0,,,,,,
100000,0.01,14,0.52,978,0,0,0,0,,,,,,
100000,0.01,13,0.52,978,0,0,0,0,,,,,,
100000,0.01,12,0.52,978,0,0,0,0,,,,,,
100000,0.01,10,0.52,978,0,0,0,0,,,,,,
100000,0.01,9,0.52,978,0,0,0,0,,,,,,
100000,0.01,7,0.52,978,0,0,0,0,,,,,,
100000,0.01,6,0.52,978,0,0,0,0,,,,,,
100000,0.01,5,0.52,978,0,0,0,0,,,,,,
100000,0.01,4,0.52,978,0,0,0,0,,,,,,
100000,0.01,3,0.52,978,0,0,0,0,,,,,,
100000,0.01,2,0.52,978,0,0,0,0,,,,,,
100000,0.01,1,0.52,978,0,0,0,0,,,,,,
100000,0.1,4,0.51,9869,169,20,0.017,0.002,,,,,,
100000,0.1,5,0.51,9869,27,7,0.003,0.001,,,,,,
100000,0.05,4,0.51,5056,10,1,0.002,0,,,,,,
100000,0.1,19,0.51,9869,0,0,0,0,,,,,,
100000,0.1,18,0.51,9869,0,0,0,0,,,,,,
100000,0.1,16,0.51,9869,0,0,0,0,,,,,,
100000,0.1,15,0.51,9869,0,0,0,0,,,,,,
100000,0.1,14,0.51,9869,0,0,0,0,,,,,,
100000,0.1,14,0.51,9869,0,0,0,0,,,,,,
100000,0.1,13,0.51,9869,0,0,0,0,,,,,,
100000,0.1,12,0.51,9869,0,0,0,0,,,,,,
100000,0.1,11,0.51,9869,0,0,0,0,,,,,,
100000,0.1,10,0.51,9869,0,0,0,0,,,,,,
100000,0.1,9,0.51,9869,0,0,0,0,,,,,,
100000,0.1,8,0.51,9869,0,0,0,0,,,,,,
100000,0.1,7,0.51,9869,0,0,0,0,,,,,,
100000,0.1,6,0.51,9869,0,0,0,0,,,,,,
100000,0.1,3,0.51,9869,1,1,0,0,,,,,,
100000,0.1,2,0.51,9869,0,0,0,0,,,,,,
100000,0.1,1,0.51,9869,0,0,0,0,,,,,,
100000,0.05,19,0.51,5056,0,0,0,0,,,,,,
100000,0.05,18,0.51,5056,0,0,0,0,,,,,,
100000,0.05,17,0.51,5056,0,0,0,0,,,,,,
100000,0.05,16,0.51,5056,0,0,0,0,,,,,,
100000,0.05,15,0.51,5056,0,0,0,0,,,,,,
100000,0.05,14,0.51,5056,0,0,0,0,,,,,,
100000,0.05,13,0.51,5056,0,0,0,0,,,,,,
100000,0.05,12,0.51,5056,0,0,0,0,,,,,,
100000,0.05,11,0.51,5056,0,0,0,0,,,,,,
100000,0.05,10,0.51,5056,0,0,0,0,,,,,,
100000,0.05,9,0.51,5056,0,0,0,0,,,,,,
100000,0.05,8,0.51,5056,0,0,0,0,,,,,,
100000,0.05,7,0.51,5056,0,0,0,0,,,,,,
100000,0.05,6,0.51,5056,0,0,0,0,,,,,,
100000,0.05,5,0.51,5056,0,0,0,0,,,,,,
100000,0.05,3,0.51,5056,0,0,0,0,,,,,,
100000,0.05,2,0.51,5056,0,0,0,0,,,,,,
100000,0.05,2,0.51,5056,0,0,0,0,,,,,,
100000,0.05,1,0.51,5056,0,0,0,0,,,,,,
100000,0.01,19,0.51,960,0,0,0,0,,,,,,
100000,0.01,18,0.51,960,0,0,0,0,,,,,,
100000,0.01,17,0.51,960,0,0,0,0,,,,,,
100000,0.01,16,0.51,960,0,0,0,0,,,,,,
100000,0.01,15,0.51,960,0,0,0,0,,,,,,
100000,0.01,14,0.51,960,0,0,0,0,,,,,,
100000,0.01,13,0.51,960,0,0,0,0,,,,,,
100000,0.01,12,0.51,960,0,0,0,0,,,,,,
100000,0.01,11,0.51,960,0,0,0,0,,,,,,
100000,0.01,10,0.51,960,0,0,0,0,,,,,,
100000,0.01,9,0.51,960,0,0,0,0,,,,,,
100000,0.01,8,0.51,960,0,0,0,0,,,,,,
100000,0.01,7,0.51,960,0,0,0,0,,,,,,
100000,0.01,6,0.51,960,0,0,0,0,,,,,,
100000,0.01,5,0.51,960,0,0,0,0,,,,,,
100000,0.01,4,0.51,960,0,0,0,0,,,,,,
100000,0.01,3,0.51,960,0,0,0,0,,,,,,
100000,0.01,2,0.51,960,0,0,0,0,,,,,,
100000,0.01,1,0.51,960,0,0,0,0,,,,,,
100000,0.1,4,0.5,10083,183,32,0.018,0.003,,,,,,
100000,0.05,4,0.5,4945,13,3,0.003,0.001,,,,,,
100000,0.1,5,0.5,10083,25,1,0.002,0,,,,,,
100000,0.1,19,0.5,10083,0,0,0,0,,,,,,
100000,0.1,18,0.5,10083,0,0,0,0,,,,,,
100000,0.1,17,0.5,10083,0,0,0,0,,,,,,
100000,0.1,16,0.5,10083,0,0,0,0,,,,,,
100000,0.1,15,0.5,10083,0,0,0,0,,,,,,
100000,0.1,14,0.5,10083,0,0,0,0,,,,,,
100000,0.1,13,0.5,10083,0,0,0,0,,,,,,
100000,0.1,12,0.5,10083,0,0,0,0,,,,,,
100000,0.1,11,0.5,10083,0,0,0,0,,,,,,
100000,0.1,10,0.5,10083,0,0,0,0,,,,,,
100000,0.1,9,0.5,10083,0,0,0,0,,,,,,
100000,0.1,8,0.5,10083,0,0,0,0,,,,,,
100000,0.1,7,0.5,10083,0,0,0,0,,,,,,
100000,0.1,6,0.5,10083,0,0,0,0,,,,,,
100000,0.1,3,0.5,10083,1,0,0,0,,,,,,
100000,0.1,2,0.5,10083,0,0,0,0,,,,,,
100000,0.1,1,0.5,10083,0,0,0,0,,,,,,
100000,0.05,19,0.5,4945,0,0,0,0,,,,,,
100000,0.05,18,0.5,4945,0,0,0,0,,,,,,
100000,0.05,17,0.5,4945,0,0,0,0,,,,,,
100000,0.05,16,0.5,4945,0,0,0,0,,,,,,
100000,0.05,15,0.5,4945,0,0,0,0,,,,,,
100000,0.05,14,0.5,4945,0,0,0,0,,,,,,
100000,0.05,13,0.5,4945,0,0,0,0,,,,,,
100000,0.05,12,0.5,4945,0,0,0,0,,,,,,
100000,0.05,11,0.5,4945,0,0,0,0,,,,,,
100000,0.05,10,0.5,4945,0,0,0,0,,,,,,
100000,0.05,10,0.5,4945,0,0,0,0,,,,,,
100000,0.05,9,0.5,4945,0,0,0,0,,,,,,
100000,0.05,8,0.5,4945,0,0,0,0,,,,,,
100000,0.05,7,0.5,4945,0,0,0,0,,,,,,
100000,0.05,6,0.5,4945,1,0,0,0,,,,,,
100000,0.05,5,0.5,4945,1,0,0,0,,,,,,
100000,0.05,3,0.5,4945,0,0,0,0,,,,,,
100000,0.05,2,0.5,4945,0,0,0,0,,,,,,
100000,0.05,1,0.5,4945,0,0,0,0,,,,,,
100000,0.01,19,0.5,958,0,0,0,0,,,,,,
100000,0.01,18,0.5,958,0,0,0,0,,,,,,
100000,0.01,17,0.5,958,0,0,0,0,,,,,,
100000,0.01,16,0.5,958,0,0,0,0,,,,,,
100000,0.01,15,0.5,958,0,0,0,0,10083,25,1,,,
100000,0.01,14,0.5,958,0,0,0,0,,,,,,
100000,0.01,13,0.5,958,0,0,0,0,,,,0.002,0,
100000,0.01,13,0.5,958,0,0,0,0,,,,,,
100000,0.01,12,0.5,958,0,0,0,0,,,,,,
100000,0.01,11,0.5,958,0,0,0,0,,,,,,
100000,0.01,10,0.5,958,0,0,0,0,,,,,,
100000,0.01,9,0.5,958,0,0,0,0,,,,,,
100000,0.01,8,0.5,958,0,0,0,0,,,,,,
100000,0.01,7,0.5,958,0,0,0,0,,,,,,
100000,0.01,6,0.5,958,0,0,0,0,,,,,,
100000,0.01,5,0.5,958,0,0,0,0,,,,,,
100000,0.01,4,0.5,958,0,0,0,0,,,,,,
100000,0.01,3,0.5,958,0,0,0,0,,,,,,
100000,0.01,2,0.5,958,0,0,0,0,,,,,,
100000,0.01,1,0.5,958,0,0,0,0,,,,,,
100000,0.1,4,0.49,9994,185,30,0.019,0.003,,,,,,
100000,0.1,5,0.49,9994,14,3,0.001,0,,,,,,
100000,0.05,4,0.49,4942,4,1,0.001,0,,,,,,
100000,0.1,19,0.49,9994,0,0,0,0,,,,,,
100000,0.1,18,0.49,9994,0,0,0,0,,,,,,
100000,0.1,17,0.49,9994,0,0,0,0,,,,,,
100000,0.1,16,0.49,9994,0,0,0,0,,,,,,
100000,0.1,15,0.49,9994,0,0,0,0,,,,,,
100000,0.1,14,0.49,9994,0,0,0,0,,,,,,
100000,0.1,13,0.49,9994,0,0,0,0,,,,,,
100000,0.1,12,0.49,9994,0,0,0,0,,,,,,
100000,0.1,11,0.49,9994,0,0,0,0,,,,,,
100000,0.1,10,0.49,9994,0,0,0,0,,,,,,
100000,0.1,9,0.49,9994,0,0,0,0,,,,,,
100000,0.1,8,0.49,9994,0,0,0,0,,,,,,
100000,0.1,7,0.49,9994,0,0,0,0,,,,,,
100000,0.1,6,0.49,9994,0,0,0,0,,,,,,
100000,0.1,3,0.49,9994,0,0,0,0,,,,,,
100000,0.1,2,0.49,9994,0,0,0,0,,,,,,
100000,0.1,2,0.49,9994,0,0,0,0,,,,,,
100000,0.1,1,0.49,9994,0,0,0,0,,,,,,
100000,0.05,19,0.49,4942,0,0,0,0,,,,,,
100000,0.05,18,0.49,4942,0,0,0,0,,,,,,
100000,0.05,16,0.49,4942,0,0,0,0,,,,,,
100000,0.05,15,0.49,4942,0,0,0,0,,,,,,
100000,0.05,14,0.49,4942,0,0,0,0,,,,,,
100000,0.05,13,0.49,4942,0,0,0,0,,,,,,
100000,0.05,12,0.49,4942,0,0,0,0,,,,,,
100000,0.05,11,0.49,4942,0,0,0,0,,,,,,
100000,0.05,10,0.49,4942,0,0,0,0,,,,,,
100000,0.05,9,0.49,4942,0,0,0,0,,,,,,
100000,0.05,8,0.49,4942,0,0,0,0,,,,,,
100000,0.05,7,0.49,4942,0,0,0,0,,,,,,
100000,0.05,7,0.49,4942,0,0,0,0,,,,,,
100000,0.05,6,0.49,4942,0,0,0,0,,,,,,
100000,0.05,5,0.49,4942,0,0,0,0,,,,,,
100000,0.05,3,0.49,4942,0,0,0,0,,,,,,
100000,0.05,2,0.49,4942,0,0,0,0,,,,,,
100000,0.05,2,0.49,4942,0,0,0,0,,,,,,
100000,0.05,1,0.49,4942,0,0,0,0,,,,,,
100000,0.01,19,0.49,1015,0,0,0,0,,,,,,
100000,0.01,18,0.49,1015,0,0,0,0,,,,,,
100000,0.01,17,0.49,1015,0,0,0,0,,,,,,
100000,0.01,16,0.49,1015,0,0,0,0,,,,,,
100000,0.01,15,0.49,1015,0,0,0,0,,,,,,
100000,0.01,14,0.49,1015,0,0,0,0,,,,,,
100000,0.01,13,0.49,1015,0,0,0,0,,,,,,
100000,0.01,12,0.49,1015,0,0,0,0,,,,,,
100000,0.01,11,0.49,1015,0,0,0,0,,,,,,
100000,0.01,10,0.49,1015,0,0,0,0,,,,,,
100000,0.01,9,0.49,1015,0,0,0,0,,,,,,
100000,0.01,8,0.49,1015,0,0,0,0,,,,,,
100000,0.01,7,0.49,1015,0,0,0,0,,,,,,
100000,0.01,6,0.49,1015,0,0,0,0,,,,,,
100000,0.01,5,0.49,1015,0,0,0,0,,,,,,
100000,0.01,5,0.49,1015,0,0,0,0,,,,,,
100000,0.01,4,0.49,1015,0,0,0,0,,,,,,
100000,0.01,3,0.49,1015,0,0,0,0,,,,,,
100000,0.01,2,0.49,1015,0,0,0,0,,,,,,
100000,0.01,1,0.49,1015,0,0,0,0,,,,,,
100000,0.1,17,0.48,1,18,0.48,10011,0,,,,,,
100000,0.1,4,0.48,10011,165,20,0.016,0.002,,,,,,
100000,0.05,4,0.48,4993,8,1,0.002,0,,,,,,
100000,0.1,19,0.48,10011,0,0,0,0,,,,,,
100000,0.1,18,0.48,10011,0,0,0,0,,,,,,
100000,0.1,17,0.48,10011,0,0,0,0,,,,,,
100000,0.1,16,0.48,10011,0,0,0,0,,,,,,
100000,0.1,15,0.48,10011,0,0,0,0,,,,,,
100000,0.1,14,0.48,10011,0,0,0,0,,,,,,
100000,0.1,13,0.48,10011,0,0,0,0,,,,,,
100000,0.1,12,0.48,10011,0,0,0,0,,,,,,
100000,0.1,11,0.48,10011,0,0,0,0,,,,,,
100000,0.1,10,0.48,10011,0,0,0,0,,,,,,
100000,0.1,9,0.48,10011,0,0,0,0,,,,,,
100000,0.1,8,0.48,10011,0,0,0,0,,,,,,
100000,0.1,7,0.48,10011,0,0,0,0,,,,,,
100000,0.1,6,0.48,10011,0,0,0,0,,,,,,
100000,0.1,5,0.48,10011,5,0,0,0,,,,,,
100000,0.1,3,0.48,10011,3,1,0,0,,,,,,
100000,0.1,2,0.48,10011,0,0,0,0,,,,,,
100000,0.1,1,0.48,10011,0,0,0,0,,,,,,
100000,0.05,19,0.48,4993,0,0,0,0,,,,,,
100000,0.05,18,0.48,4993,0,0,0,0,,,,,,
100000,0.05,17,0.48,4993,0,0,0,0,,,,,,
100000,0.05,16,0.48,4993,0,0,0,0,,,,,,
100000,0.05,15,0.48,4993,0,0,0,0,,,,,,
100000,0.05,14,0.48,4993,0,0,0,0,,,,,,
100000,0.05,13,0.48,4993,0,0,0,0,,,,,,
100000,0.05,12,0.48,4993,0,0,0,0,,,,,,
100000,0.05,11,0.48,4993,0,0,0,0,,,,,,
100000,0.05,10,0.48,4993,0,0,0,0,,,,,,
100000,0.05,9,0.48,4993,0,0,0,0,,,,,,
100000,0.05,8,0.48,4993,0,0,0,0,,,,,,
100000,0.05,7,0.48,4993,0,0,0,0,,,,,,
100000,0.05,6,0.48,4993,0,0,0,0,,,,,,
100000,0.05,5,0.48,4993,2,0,0,0,,,,,,
100000,0.05,3,0.48,4993,0,0,0,0,,,,,,
100000,0.05,2,0.48,4993,0,0,0,0,,,,,,
100000,0.05,1,0.48,4993,0,0,0,0,,,,,,
100000,0.01,19,0.48,934,0,0,0,0,,,,,,
100000,0.01,18,0.48,934,0,0,0,0,,,,,,
100000,0.01,17,0.48,934,0,0,0,0,,,,,,
100000,0.01,16,0.48,934,0,0,0,0,,,,,,
100000,0.01,15,0.48,934,0,0,0,0,,,,,,
100000,0.01,14,0.48,934,0,0,0,0,,,,,,
100000,0.01,13,0.48,934,0,0,0,0,,,,,,
100000,0.01,12,0.48,934,0,0,0,0,,,,,,
100000,0.01,11,0.48,934,0,0,0,0,,,,,,
100000,0.01,10,0.48,934,0,0,0,0,,,,,,
100000,0.01,9,0.48,934,0,0,0,0,,,,,,
100000,0.01,8,0.48,934,0,0,0,0,,,,,,
100000,0.01,7,0.48,934,0,0,0,0,,,,,,
100000,0.01,6,0.48,934,0,0,0,0,,,,,,
100000,0.01,5,0.48,934,0,0,0,0,,,,,,
100000,0.01,4,0.48,934,0,0,0,0,,,,,,
100000,0.01,3,0.48,934,0,0,0,0,,,,,,
100000,0.01,2,0.48,934,0,0,0,0,,,,,,
100000,0.01,1,0.48,934,0,0,0,0,,,,,,
100000,0.1,4,0.47,9771,152,15,0.016,0.002,,,,,,
100000,0.1,5,0.47,9771,7,1,0.001,0,,,,,,
100000,0.05,4,0.47,4966,3,0,0.001,0,,,,,,
100000,0.1,19,0.47,9771,0,0,0,0,,,,,,
100000,0.1,18,0.47,9771,0,0,0,0,,,,,,
100000,0.1,17,0.47,9771,0,0,0,0,,,,,,
100000,0.1,16,0.47,9771,0,0,0,0,,,,,,
100000,0.1,15,0.47,9771,0,0,0,0,,,,,,
100000,0.1,14,0.47,9771,0,0,0,0,,,,,,
100000,0.1,13,0.47,9771,0,0,0,0,,,,,,
100000,0.1,12,0.47,9771,0,0,0,0,,,,,,
100000,0.1,11,0.47,9771,0,0,0,0,,,,,,
100000,0.1,10,0.47,9771,0,0,0,0,,,,,,
100000,0.1,9,0.47,9771,0,0,0,0,,,,,,
100000,0.1,8,0.47,9771,0,0,0,0,,,,,,
100000,0.1,7,0.47,9771,0,0,0,0,,,,,,
100000,0.1,6,0.47,9771,0,0,0,0,,,,,,
100000,0.1,3,0.47,9771,0,0,0,0,,,,,,
100000,0.1,2,0.47,9771,0,0,0,0,,,,,,
100000,0.1,1,0.47,9771,0,0,0,0,,,,,,
100000,0.05,19,0.47,4966,0,0,0,0,,,,,,
100000,0.05,18,0.47,4966,0,0,0,0,,,,,,
100000,0.05,17,0.47,4966,0,0,0,0,,,,,,
100000,0.05,16,0.47,4966,0,0,0,0,,,,,,
100000,0.05,15,0.47,4966,0,0,0,0,,,,,,
100000,0.05,14,0.47,4966,0,0,0,0,,,,,,
100000,0.05,13,0.47,4966,0,0,0,0,,,,,,
100000,0.05,12,0.47,4966,0,0,0,0,,,,,,
100000,0.05,11,0.47,4966,0,0,0,0,,,,,,
100000,0.05,10,0.47,4966,0,0,0,0,,,,,,
100000,0.05,9,0.47,4966,0,0,0,0,,,,,,
100000,0.05,8,0.47,4966,0,0,0,0,,,,,,
100000,0.05,7,0.47,4966,0,0,0,0,,,,,,
100000,0.05,6,0.47,4966,0,0,0,0,,,,,,
100000,0.05,5,0.47,4966,0,0,0,0,,,,,,
100000,0.05,3,0.47,4966,0,0,0,0,,,,,,
100000,0.05,2,0.47,4966,0,0,0,0,,,,,,
100000,0.05,1,0.47,4966,0,0,0,0,,,,,,
100000,0.01,19,0.47,978,0,0,0,0,,,,,,
100000,0.01,18,0.47,978,0,0,0,0,,,,,,
100000,0.01,17,0.47,978,0,0,0,0,,,,,,
100000,0.01,16,0.47,978,0,0,0,0,,,,,,
100000,0.01,15,0.47,978,0,0,0,0,,,,,,
100000,0.01,14,0.47,978,0,0,0,0,,,,,,
100000,0.01,13,0.47,978,0,0,0,0,,,,,,
100000,0.01,12,0.47,978,0,0,0,0,,,,,,
100000,0.01,11,0.47,978,0,0,0,0,,,,,,
100000,0.01,10,0.47,978,0,0,0,0,,,,,,
100000,0.01,9,0.47,978,0,0,0,0,,,,,,
100000,0.01,8,0.47,978,0,0,0,0,,,,,,
100000,0.01,7,0.47,978,0,0,0,0,,,,,,
100000,0.01,6,0.47,978,0,0,0,0,,,,,,
100000,0.01,5,0.47,978,0,0,0,0,,,,,,
100000,0.01,4,0.47,978,0,0,0,0,,,,,,
100000,0.01,3,0.47,978,0,0,0,0,,,,,,
100000,0.01,2,0.47,978,0,0,0,0,,,,,,
100000,0.01,1,0.47,978,0,0,0,0,,,,,,
100000,0.1,4,0.46,10045,142,15,0.014,0.001,,,,,,
100000,0.05,4,0.46,5055,4,0,0.001,0,,,,,,
100000,0.1,19,0.46,10045,0,0,0,0,,,,,,
100000,0.1,18,0.46,10045,0,0,0,0,,,,,,
100000,0.1,17,0.46,10045,0,0,0,0,,,,,,
100000,0.1,16,0.46,10045,0,0,0,0,,,,,,
100000,0.1,15,0.46,10045,0,0,0,0,,,,,,
100000,0.1,14,0.46,10045,0,0,0,0,,,,,,
100000,0.1,13,0.46,10045,0,0,0,0,,,,,,
100000,0.1,12,0.46,10045,0,0,0,0,,,,,,
100000,0.1,11,0.46,10045,0,0,0,0,,,,,,
100000,0.1,10,0.46,10045,0,0,0,0,,,,,,
100000,0.1,10,0.46,10045,0,0,0,0,,,,,,
100000,0.1,9,0.46,10045,0,0,0,0,,,,,,
100000,0.1,8,0.46,10045,0,0,0,0,,,,,,
100000,0.1,7,0.46,10045,0,0,0,0,,,,,,
100000,0.1,6,0.46,10045,0,0,0,0,,,,,,
100000,0.1,5,0.46,10045,1,0,0,0,,,,,,
100000,0.1,3,0.46,10045,2,0,0,0,,,,,,
100000,0.1,2,0.46,10045,0,0,0,0,,,,,,
100000,0.1,1,0.46,10045,0,0,0,0,,,,,,
100000,0.05,19,0.46,5055,0,0,0,0,,,,,,
100000,0.05,18,0.46,5055,0,0,0,0,,,,,,
100000,0.05,17,0.46,5055,0,0,0,0,,,,,,
100000,0.05,16,0.46,5055,0,0,0,0,,,,,,
100000,0.05,15,0.46,5055,0,0,0,0,,,,,,
100000,0.05,14,0.46,5055,0,0,0,0,,,,,,
100000,0.05,12,0.46,5055,0,0,0,0,,,,,,
100000,0.05,11,0.46,5055,0,0,0,0,,,,,,
100000,0.05,10,0.46,5055,0,0,0,0,,,,,,
100000,0.05,9,0.46,5055,0,0,0,0,,,,,,
100000,0.05,8,0.46,5055,0,0,0,0,,,,,,
100000,0.05,7,0.46,5055,0,0,0,0,,,,,,
100000,0.05,6,0.46,5055,0,0,0,0,,,,,,
100000,0.05,5,0.46,5055,0,0,0,0,,,,,,
100000,0.05,3,0.46,5055,0,0,0,0,,,,,,
100000,0.05,2,0.46,5055,0,0,0,0,,,,,,
100000,0.05,1,0.46,5055,0,0,0,0,,,,,,
100000,0.01,19,0.46,1025,0,0,0,0,,,,,,
100000,0.01,18,0.46,1025,0,0,0,0,,,,,,
100000,0.01,17,0.46,1025,0,0,0,0,,,,,,
100000,0.01,16,0.46,1025,0,0,0,0,,,,,,
100000,0.01,15,0.46,1025,0,0,0,0,,,,,,
100000,0.01,14,0.46,1025,0,0,0,0,,,,,,
100000,0.01,13,0.46,1025,0,0,0,0,,,,,,
100000,0.01,11,0.46,1025,0,0,0,0,,,,,,
100000,0.01,10,0.46,1025,0,0,0,0,,,,,,
100000,0.01,10,0.46,1025,0,0,0,0,,,,,,
100000,0.01,9,0.46,1025,0,0,0,0,,,,,,
100000,0.01,8,0.46,1025,0,0,0,0,,,,,,
100000,0.01,7,0.46,1025,0,0,0,0,,,,,,
100000,0.01,6,0.46,1025,0,0,0,0,,,,,,
100000,0.01,5,0.46,1025,0,0,0,0,,,,,,
100000,0.01,4,0.46,1025,0,0,0,0,,,,,,
100000,0.01,3,0.46,1025,0,0,0,0,,,,,,
100000,0.01,1,0.46,1025,0,0,0,0,,,,,,
100000,0.1,4,0.45,9747,148,21,0.015,0.002,,,,,,
100000,0.05,4,0.45,4922,5,0,0.001,0,,,,,,
100000,0.1,19,0.45,9747,0,0,0,0,,,,,,
100000,0.1,18,0.45,9747,0,0,0,0,,,,,,
100000,0.1,17,0.45,9747,0,0,0,0,,,,,,
100000,0.1,16,0.45,9747,0,0,0,0,,,,,,
100000,0.1,15,0.45,9747,0,0,0,0,,,,,,
100000,0.1,14,0.45,9747,0,0,0,0,,,,,,
100000,0.1,13,0.45,9747,0,0,0,0,,,,,,
100000,0.1,12,0.45,9747,0,0,0,0,,,,,,
100000,0.1,11,0.45,9747,0,0,0,0,,,,,,
100000,0.1,10,0.45,9747,0,0,0,0,,,,,,
100000,0.1,9,0.45,9747,0,0,0,0,,,,,,
100000,0.1,8,0.45,9747,0,0,0,0,,,,,,
100000,0.1,7,0.45,9747,0,0,0,0,,,,,,
100000,0.1,6,0.45,9747,0,0,0,0,,,,,,
100000,0.1,5,0.45,9747,0,0,0,0,,,,,,
100000,0.1,3,0.45,9747,4,0,0,0,,,,,,
100000,0.1,2,0.45,9747,0,0,0,0,,,,,,
100000,0.1,1,0.45,9747,0,0,0,0,,,,,,
100000,0.05,19,0.45,4922,0,0,0,0,,,,,,
100000,0.05,18,0.45,4922,0,0,0,0,,,,,,
100000,0.05,17,0.45,4922,0,0,0,0,,,,,,
100000,0.05,16,0.45,4922,0,0,0,0,,,,,,
100000,0.05,15,0.45,4922,0,0,0,0,,,,,,
100000,0.05,14,0.45,4922,0,0,0,0,,,,,,
100000,0.05,13,0.45,4922,0,0,0,0,,,,,,
100000,0.05,12,0.45,4922,0,0,0,0,,,,,,
100000,0.05,11,0.45,4922,0,0,0,0,,,,,,
100000,0.05,10,0.45,4922,0,0,0,0,,,,,,
100000,0.05,9,0.45,4922,0,0,0,0,,,,,,
100000,0.05,7,0.45,4922,0,0,0,0,,,,,,
100000,0.05,6,0.45,4922,0,0,0,0,,,,,,
100000,0.05,5,0.45,4922,0,0,0,0,,,,,,
100000,0.05,3,0.45,4922,0,0,0,0,,,,,,
100000,0.05,2,0.45,4922,0,0,0,0,,,,,,
100000,0.05,1,0.45,4922,0,0,0,0,,,,,,
100000,0.01,19,0.45,1009,0,0,0,0,,,,,,
100000,0.01,18,0.45,1009,0,0,0,0,,,,,,
100000,0.01,17,0.45,1009,0,0,0,0,,,,,,
100000,0.01,16,0.45,1009,0,0,0,0,,,,,,
100000,0.01,14,0.45,1009,0,0,0,0,,,,,,
100000,0.01,13,0.45,1009,0,0,0,0,,,,,,
100000,0.01,12,0.45,1009,0,0,0,0,,,,,,
100000,0.01,11,0.45,1009,0,0,0,0,,,,,,
100000,0.01,10,0.45,1009,0,0,0,0,,,,,,
100000,0.01,9,0.45,1009,0,0,0,0,,,,,,
100000,0.01,8,0.45,1009,0,0,0,0,,,,,,
100000,0.01,7,0.45,1009,0,0,0,0,,,,,,
100000,0.01,6,0.45,1009,0,0,0,0,,,,,,
100000,0.01,5,0.45,1009,0,0,0,0,,,,,,
100000,0.01,4,0.45,1009,0,0,0,0,,,,,,
100000,0.01,3,0.45,1009,0,0,0,0,,,,,,
100000,0.01,2,0.45,1009,0,0,0,0,,,,,,
100000,0.01,1,0.45,1009,0,0,0,0,,,,,,
100000,0.1,4,0.44,9870,105,11,0.011,0.001,,,,,,
100000,0.1,3,0.44,9870,5,0,0.001,0,,,,,,
100000,0.05,4,0.44,4988,3,1,0.001,0,,,,,,
100000,0.1,19,0.44,9870,0,0,0,0,,,,,,
100000,0.1,18,0.44,9870,0,0,0,0,,,,,,
100000,0.1,17,0.44,9870,0,0,0,0,,,,,,
100000,0.1,16,0.44,9870,0,0,0,0,,,,,,
100000,0.1,15,0.44,9870,0,0,0,0,,,,,,
100000,0.1,14,0.44,9870,0,0,0,0,,,,,,
100000,0.1,13,0.44,9870,0,0,0,0,,,,,,
100000,0.1,12,0.44,9870,0,0,0,0,,,,,,
100000,0.1,11,0.44,9870,0,0,0,0,,,,,,
100000,0.1,10,0.44,9870,0,0,0,0,,,,,,
100000,0.1,9,0.44,9870,0,0,0,0,,,,,,
100000,0.1,8,0.44,9870,0,0,0,0,,,,,,
100000,0.1,7,0.44,9870,0,0,0,0,,,,,,
100000,0.1,6,0.44,9870,0,0,0,0,,,,,,
100000,0.1,5,0.44,9870,0,0,0,0,,,,,,
